,doi,title,authors,year,publicationName,url,citedby-count
13,10.1080/00087041.2021.1997412,Soviet Military Maps of China,Aylmer C.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85139113872,0
14,10.1080/00087041.2021.2006390,A Comparison of Machine Learning Methods Applied to the Automated Selection of River Networks,Yan C.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85138291697,2
15,10.1080/00087041.2021.2006391,A Brief Overview of Soviet and Russian Military Map Symbology and Terms,Bartles C.K.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85138240754,0
16,10.1080/00087041.2022.2097759,Designing Metaphorical Multivariate Symbols to Optimize Dockless Bike Sharing,Wu M.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85138239998,0
17,10.1080/00087041.2022.2097760,Guidelines for Standardizing the Design of Tactile Maps: A Review of Research and Best Practice,Wabiński J.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85136179204,5
18,10.1080/00087041.2021.1995126,The Map of the Coatzacoalcos River (1580): The First Cartography of the Isthmus of Tehuantepec,Morato-Moreno M.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85135579407,0
19,10.1080/00087041.2021.1982458,Soviet Tourist Maps: A Short Overview,Byrne I.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85134380724,0
20,10.1080/00087041.2021.2006980,A Review of Maps in PhDs: Is Your Map Worth a Thousand Words?,Coetzee S.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85129839983,0
21,10.1080/00087041.2021.1995124,Lines of Power: The Eighteenth-Century Struggle Over the Norwegian–Swedish Border in Central Scandinavia,Lien A.C.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85128778380,1
22,10.1080/00087041.2021.1977889,Learning About the Soviet State: The Establishment of Soviet Educational Cartography in the 1920s and 1930s,Gavrilova S.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85123481397,1
23,10.1080/00087041.2021.1958193,An Analysis of the Global Symbology of Soviet Military City Plans,Davis M.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85116868281,1
24,10.1080/00087041.2021.1937827,Creation of Tourist Maps Series as a Type of Regional System Tourism Mapping,Onyshchenko M.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85112767650,1
25,10.1080/00087041.2021.1889450,The Third Dimension in Noise Visualization–a Design of New Methods for Continuous Phenomenon Visualization,Beran D.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85112707553,4
26,10.1080/00087041.2021.1901353,Mapscapes: Applying Anachronic Techniques in Contemporary Maps as a Design Strategy for New Ways of Seeing,Carvalho Cardoso J.M.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85112691698,0
27,10.1080/00087041.2021.1930678,Technical Evolution of Flood Maps Through Spanish Experience in the European Framework,Olcina-Cantos J.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85112008154,3
28,10.1080/00087041.2020.1858608,Multi-Criteria Geographic Analysis for Automated Cartographic Generalization,Touya G.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85111648579,3
29,10.1080/00087041.2021.1879507,The Evolution of Soviet Topographic Maps as Revealed by their Published Supporting Documentation,Cruickshank J.L.,2022,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85110013234,2
30,10.1080/00087041.2021.2133112,The British Cartographic Society Annual Report for the Year Ended 30th June 2021,,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85146920237,0
31,10.1080/00087041.2022.2136431,Beyond Convention: Cultivating Creativity and the Cartographic Imagination,,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85142435475,0
32,10.1080/00087041.2021.2023963,Georeferencing the Cadastral Map of the Krakow Region,Banasik P.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85138303764,9
33,10.1080/00087041.2022.2055938,The Effect of Display Pixel Density on the Minimum Legible Size of Fundamental Cartographic Symbols,Ledermann F.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85138303668,2
34,10.1080/00087041.2021.2010322,"A Key Numbering Solution for 1:25,000 Topographic Maps",Çap T.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85127133460,0
35,10.1080/00087041.2021.1956064,Evaluating the Planimetric Accuracy of a Historical Map (Europe and the Mediterranean Sea by Piri Reis): A New Method and Cartographic Analysis,Narin O.G.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85126691743,1
36,10.1080/00087041.2021.1977882,Critical Raw Materials Deposits Map of Mainland Portugal: New Mineral Intelligence in Cartographic Form,de Oliveira D.P.S.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85121564137,1
37,10.1080/00087041.2019.1660519,Courtier and Seeing-Man: Differences in Europeans’ Roles in East Asian and Central American Societies as Reflected through Maps,Shi H.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85111819104,0
38,10.1080/00087041.2020.1842145,From Historic Cartography to Historical Mapping: Creating a Digital Edition of the Gaul/Raczyński Map of Greater Poland (1807−1812),Panecki T.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85111463258,1
39,10.1080/00087041.2020.1760625,Do Maps Contribute to Pupils’ Learning Skills in Primary Schools?,Bugdayci I.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85109841071,3
40,10.1080/00087041.2021.1930668,Methodological Approaches to Creation of Educational Electronic Cartographic Guides,Lepetiuk V.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85109832104,0
41,10.1080/00087041.2021.1879506,"‘I Will Open a Path into the Interior (of Africa), or Perish’: David Livingstone and the Mapping of Africa",Liebenberg E.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85109818476,1
42,10.1080/00087041.2020.1842147,"Marmaduke Raynor and the 1617 Map of the James River, Virginia",Rose E.M.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85108332849,0
43,10.1080/00087041.2020.1842146,The Role of the Magnitude of Change in Detecting Fixed Enumeration Units on Dynamic Choropleth Maps,Cybulski P.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85099286298,5
44,10.1080/00087041.2020.1842144,Not Just Navigation: Thinking About the Movements of Maps in the Mobility and Humanities Field,Rossetto T.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85099282576,1
45,10.1080/00087041.2020.1721765,The Information Value of Tactile Maps: A Comparison of Maps Printed with the Use of Different Techniques,Wabiński J.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85091890043,7
46,10.1080/00087041.2019.1685288,Charting Newly Created Statehood: A Maritime Survey of the Adriatic by the Joint Forces of the Austro-Hungarian and Italian Hydrographic Offices,Altić M.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85091801919,2
47,10.1080/00087041.2020.1738112,Detection of Pictorial Map Objects with Convolutional Neural Networks,Schnürer R.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85090587914,5
48,10.1080/00087041.2020.1800160,Elements of Vivid Cartography,Fish C.S.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85088832109,5
49,10.1080/00087041.2019.1633103,"Cartographic Design as Visual Storytelling: Synthesis and Review of Map-Based Narratives, Genres, and Tropes",Roth R.E.,2021,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85088247041,41
50,10.1080/00087041.2018.1534043,Cutting the Cord: A Corrective for World Navels in Cartography and Science,Winther R.G.,2 April 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85087572863,1
51,10.1080/00087041.2019.1631514,An Alternative to Desktop GIS? Evaluating the Cartographic and Analytical Capabilities of WebGIS Platforms for Teaching,Fast V.,2 April 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85087563018,2
52,10.1080/00087041.2020.1770424,Putting the UN SDGs on the Map: The Role of Cartography in Sustainability Education,Kent A.J.,2 April 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85087560048,2
53,10.1080/00087041.2019.1677035,Territory and Claims in the Antarctic Treaty Region: A Disquisition on Historical and Recent Developments,Headland R.K.,2 April 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85080131959,3
54,10.1080/00087041.2018.1534344,The Evolution of Cadastral Systems in Austria and Galicia (Poland): Different Approaches to a Similar System from a Common Beginning,Hernik J.,2 April 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85078455751,5
55,10.1080/00087041.2018.1547471,Scope of Information in the Legends of Topographical Maps in the Nineteenth Century–Urmesstischblätter,Lorek D.,2 April 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85067690740,7
56,10.1080/00087041.2020.1735085,"All that Glitters: Art, Fire and Post-Cartographic Design",Kent A.J.,2 January 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85082534129,0
57,10.1080/00087041.2019.1629168,Remapping Fictional Worlds: A Comparative Reconstruction of Fictional Maps,Gašperič P.,2 January 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85075973915,2
58,10.1080/00087041.2018.1532692,Typology of Meteorological Weather Forecast Maps Printed in World Newspapers,Kolejka J.,2 January 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85070896944,1
59,10.1080/00087041.2018.1533295,Semantic Visual Variables for Augmented Geovisualization,Li Y.,2 January 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85063146752,6
60,10.1080/00087041.2018.1533293,Searching for the ‘Right’ Legend: The Impact of Legend Position on Legend Decoding in a Cartographic Memory Task,Edler D.,2 January 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85057561191,15
61,10.1080/00087041.2018.1500767,A Similarity-Based Approach for Improving the Efficiency of Drawing Spatiotemporal Point Features,Wu M.,2 January 2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85057265594,1
62,10.1080/00087041.2020.1884432,A Late Enlightenment Enterprise: The British East India Company’s Survey of the Paracels in 1808,Ding Y.,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85106321704,0
63,10.1080/00087041.2020.1884449,The British Cartographic Society Annual Report for the Year Ended 30th June 2020,Goldsmith J.,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85106303420,0
64,10.1080/00087041.2020.1884428,Writing Cartography’s Enlightenment,Edney M.H.,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85105998094,2
65,10.1080/00087041.2020.1884418,‘Intelligent Strangers as well as Members’: Enlightening Maps and Social and Political Spaces for Cartographic Conversations,Baigent E.,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85105980974,0
66,10.1080/00087041.2020.1824745,"Herbert Bayer’s World Geo-Graphic Atlas of 1953: A Modern Atlas, Then and Now",Harvey F.,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85098762370,0
67,10.1080/00087041.2020.1855001,Mapping and Counter-Mapping COVID-19: From Crisis to Cartocracy,Kent A.J.,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85098694251,7
68,10.1080/00087041.2020.1788845,"Erratum to: UK National Report 2015–2019 (The Cartographic Journal, (2019), 56, 3, (195-273), 10.1080/00087041.2019.1642005)",,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85098677127,0
69,10.1080/00087041.2019.1660512,The Influence of Web Maps and Education on Adolescents’ Global-scale Cognitive Map,Lapon L.,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85082338417,3
70,10.1080/00087041.2019.1660511,Ambiguous Use of Geographical Information Systems for the Rectification of Large-Scale Geometric Maps,Wästfelt A.,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85081983971,2
71,10.1080/00087041.2019.1631008,Graphic Design and Button Placement for Mobile Map Applications,Horbiński T.,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85081372422,19
72,10.1080/00087041.2019.1631006,Emplaced Distances,Spissu G.,2020,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85078416990,0
73,10.1080/00087041.2019.1694804,A Picture and an Argument: Mapping for Peace with a Cartography of Hope,Kent A.,2 October 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85077710239,2
74,10.1080/00087041.2019.1702358,The British Cartographic Society Annual Report for the Year Ended 30th June 2019,,2 October 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85077706827,0
75,10.1080/00087041.2018.1547472,Cartographic Delimitation of the City Centre Using Mental Sketches,Nieścioruk K.,2 October 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85067683402,2
76,10.1080/00087041.2018.1533292,Enhanced Conceptual Model for Spatial References in Works of Fiction: Mapping Vilnius Literature,Beconytė G.,2 October 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85067575674,1
77,10.1080/00087041.2017.1385948,Military Cartography of WWII: The British Geographical Section of the General Staff and the US Army Map Service and their Production of the Topographic Map Series of the Balkans (1939–1945),Altić M.,2 October 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85067553001,1
78,10.1080/00087041.2018.1532703,A Cartographic Analysis of Matrakci Nasuh's Miniatures,Selvi H.Z.,2 October 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85063620662,1
79,10.1179/1743277413Y.0000000051,Chinese and Russian Language Equivalents of the IAU Gazetteer of Planetary Nomenclature: an Overview of Planetary Toponym Localization Methods,Hargitai H.,2 October 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/84978474581,5
80,10.1080/00087041.2019.1642005,UK National Report 2015–2019,,3 July 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85070819352,0
81,10.1080/00087041.2018.1534358,Cartograms for Use in Forecasting Weather-Driven Natural Hazards,Pappenberger F.,3 April 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85067629698,4
82,10.1080/00087041.2018.1533291,Cartographic Symbol Design Considerations for the Space–Time Cube,League C.,3 April 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85066622585,1
83,10.1080/00087041.2018.1533294,TIN-based Tag Map Layout,Yang N.,3 April 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85063674551,4
84,10.1080/00087041.2017.1414018,The Impact of Global/Local Bias on Task-Solving in Map-Related Tasks Employing Extrinsic and Intrinsic Visualization of Risk Uncertainty Maps,Šašinka Č.,3 April 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85058688474,12
85,10.1080/00087041.2018.1507183,Effectiveness of Dynamic Point Symbols in Quantitative Mapping,Cybulski P.,3 April 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85058236403,23
86,10.1080/00087041.2018.1507182,An Artificial Bee Colony-based Algorithm to Automatically Create Colour Schemes for Geovisualizations,Wu M.,3 April 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85057302789,6
87,10.1080/00087041.2018.1554372,"Cartographic style in the first urban maps of Cadiz, Spain: A technique in transition",Granado-Castro G.,2 January 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85065701726,2
88,10.1080/00087041.2018.1495898,Cartographic design and the space–time cube,Kveladze I.,2 January 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85058686258,11
89,10.1080/00087041.2017.1414019,Smart cartographic background symbolization for map mashups in geoportals: A proof of concept by example of landuse representation,Panchaud N.H.,2 January 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85057539497,3
90,10.1080/00087041.2017.1413810,Map symbols for crisis mapping: Challenges and prospects,Kostelnick J.C.,2 January 2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85057306488,12
91,10.1080/00087041.2019.1642590,British National Report to the International Cartographic Association for the Period 2015–2019,Forrest D.,2019,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85070307073,0
92,10.1080/00087041.2018.1549307,A Proposal for Topographic Map Symbols for Large-Scale Maps of Urban Areas in Brazil,Sluter C.R.,2 October 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85062412894,12
93,10.1080/00087041.2018.1541204,Challenges in Converting the Polish Topographic Database of Built-Up Areas into 3D Virtual Reality Geovisualization,Halik Ł.,2 October 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85062411126,11
94,10.1080/00087041.2018.1548165,The British Cartographic Society Annual Report for the Year Ended 30th June 2018,,2 October 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85062401446,0
95,10.1080/00087041.2018.1551955,Automated Swiss-Style Relief Shading and Rock Hachuring,Geisthövel R.,2 October 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85062401277,6
96,10.1080/00087041.2018.1558021,An Analysis of Drawing Techniques used on European Topographic Maps in the Eighteenth Century,Medyńska-Gulij B.,2 October 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85062400602,7
97,10.1080/00087041.2018.1548189,Nineteenth-Century Ottoman Topographic Mapping of the Balkans,Altić M.,2 October 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85062392402,3
98,10.1080/00087041.2018.1539555,Topographic Mapping Evolution: From Field and Photographically Collected Data to GIS Production and Linked Open Data,Usery E.L.,2 October 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85062386080,3
99,10.1080/00087041.2017.1414017,Teragons for Testing Implementations of Point Reduction Algorithms,Visvalingam M.,3 July 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85055254450,1
100,10.1080/00087041.2017.1414020,"History of the Cartography and Toponymy of the Valley of Geysers (Kronotsky Reserve, Kamchatka Peninsula, Russia): From Field Drawings to 3D Documents",Leonov A.V.,3 July 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85055253169,2
101,10.1080/00087041.2017.1413788,The Place Names of the Middle East Before and After Ptolemaic Cartography: An Emblematic Selection from Ancient Maps,Siniscalchi S.,3 July 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85055249175,0
102,10.1080/00087041.2017.1386343,The Problem of Double Longitudes on Glavač’s Map,Viličić M.,3 July 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85055245501,3
103,10.1080/00087041.2017.1414106,Improving the Quality of Cartographic Colour Reproduction Using the Self-Organizing Map Method,Wu M.,3 July 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85048809838,2
104,10.1080/00087041.2017.1386342,Encountering Place: Mapping and Location-Based Games in Interdisciplinary Education,Pánek J.,3 July 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85036585603,10
105,10.1080/00087041.2018.1448563,Motives for Patenting a Map Projection: Did Fame Trump Fortune?,Monmonier M.,3 April 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85049808030,0
106,10.1080/00087041.2018.1433768,Hungarian Military Mapping Abroad 1919–1990,Zentai L.,3 April 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85049807852,4
107,10.1080/00087041.2018.1436734,Drawn for the Mind's Eye: Map Metaphors in Early Modern English Literature,Cook K.S.,3 April 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85049807342,2
108,10.1080/00087041.2018.1480320,Charting the Cosmos of Cartography: History–Names–Atlases,Demhardt I.J.,3 April 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85049801105,0
109,10.1080/00087041.2018.1435441,"An Agent in Pretoria? Fred Jeppe, the Cartography of the Transvaal and Imperial Knowledge Before 1900",Braun L.,3 April 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85049799566,1
110,10.1080/00087041.2018.1442387,Explorations Between the Barents Sea and the Bering Strait: Reporting on the Pursuit of the Northeast Passage,Demhardt I.,3 April 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85049799339,0
111,10.1080/00087041.2018.1453573,The Statistical Atlases of the Baltic States 1918–1940: The First National Atlases of the Three Newly Independent Countries,Schulz T.,3 April 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85049793785,1
112,10.1080/00087041.2018.1430715,Franz Ritter von Hauslab (1798–1883): A Multifaceted Austrian Representative of the Progress in Cartography in the Nineteenth Century,Mokre J.,3 April 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85049782832,0
113,10.1080/00087041.2018.1433475,The Transformation of Relief Representation on Topographic Maps in Hungary: From Hachures to Contour Lines,Zentai L.,3 April 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85049771181,2
114,10.1080/00087041.2018.1472848,"Cartography, Cook and Roseberry Topping",Kent A.,2 January 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85048932800,0
115,10.1080/00087041.2017.1403070,"Corrigendum to: The Map of Tlacotalpa by Francisco Gali, 1580: An Early Example of a Local Coastal Chart in Spanish America (The Cartographic Journal, (2018), 55, 1, (3-15), 10.1080/00087041.2017.1323152)",,2 January 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85048911612,0
116,10.1080/00087041.2017.1386834,Communicating Climate Change: Reinforcing Comprehension and Personal Ties to Climate Change Through Maps,Johannsen I.M.,2 January 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85033713651,5
117,10.1080/00087041.2017.1323153,The First Depiction of Two Superimposed Geographical Surfaces in One Autostereoscopic Map: Antarctica’s Topography and the Southern Ocean Seafloor,Buchroithner M.,2 January 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85023190600,1
118,10.1080/00087041.2017.1323148,A Study of the Local Geometric Accuracy of Count de Ferraris's Carte de cabinet (1770s) Using Differential Distortion Analysis,Vervust S.,2 January 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85021785120,5
119,10.1080/00087041.2017.1323151,Labelling Hierarchy for Street Maps Using Centrality Measures,Shoman W.,2 January 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85019684168,2
120,10.1080/00087041.2017.1323152,"The Map of Tlacotalpa by Francisco Gali, 1580: An Early Example of a Local Coastal Chart in Spanish America",Morato-Moreno M.,2 January 2018,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85019170917,2
121,10.1080/00087041.2017.1413787,Experiments to Distribute and Parallelize Map Generalization Processes,Touya G.,2 October 2017,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85042235332,10
122,10.1080/00087041.2017.1393189,Atlas Design: A Usability Approach for the Development and Evaluation of Cartographic Products,Gómez Solórzano L.S.,2 October 2017,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85042234660,8
123,10.1080/00087041.2017.1430115,The President’s Address to the British Cartographic Society 2017,Kent A.,2 October 2017,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85042234287,1
124,10.1080/00087041.2017.1419706,ICC2017: Celebrating Cartography,Kent A.,2 October 2017,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85042231757,0
125,10.1080/00087041.2017.1400220,A Brief Retrospection on Hungarian School Atlases,Klinghammer I.,2 October 2017,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85042218534,1
126,10.1080/00087041.2017.1400199,A Design Pattern Approach to Cartography with Big Geospatial Data,Coetzee S.,2 October 2017,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85042217649,4
127,10.1080/00087041.2017.1420020,Cartographies of Fuzziness: Mapping Places and Emotions,Poplin A.,2 October 2017,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85042214549,9
128,10.1080/00087041.2017.1376489,"Trust Me, I’m a Cartographer: Post-truth and the Problem of Acritical Cartography",Kent A.,3 July 2017,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85030623884,24
129,10.1080/00087041.2017.1356006,"Erratum to: Maps Telling Stories? (The Cartographic Journal, (2017), (1-19), 10.1080/00087041.2017.1304498)",,3 July 2017,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/85030621949,0
130,10.1080/00087041.2016.1236509,Exploiting Illusory Grid Lines for Object-Location Memory Performance in Urban Topographic Maps,Dickmann F.,3 July 2017,Cartographic Journal,https://api.elsevier.com/content/abstract/scopus_id/84992154083,18
